,Modelo,Precio,Color,Pais,Kilometraje,Velocidad
1246,Model Y,45000.0,Blanco,Italia,40000,153 kW (208 CV)
1247,Model Y,45900.0,Blanco,Italia,15000,258 kW (351 CV)
1248,Model Y,50000.0,Blanco,Italia,41000,155 kW (211 CV)
1249,Model Y,44500.0,Blanco,Italia,52000,378 kW (514 CV)
1250,Model Y,47900.0,Blanco,Italia,20000,153 kW (208 CV)
1251,Model Y,47000.0,Blanco,Italia,19500,393 kW (534 CV)
1252,Model Y,47000.0,Blanco,Italia,19600,393 kW (534 CV)
1253,Model Y,44500.0,Blanco,Italia,30000,324 kW (441 CV)
1254,Model Y,45000.0,Blanco,Italia,32000,333 kW (453 CV)
1255,Model Y,50000.0,Blanco,Italia,21000,155 kW (211 CV)
1256,Model Y,50850.0,Blanco,Italia,52000,155 kW (211 CV)
1257,Model Y,45000.0,Blanco,Italia,53000,153 kW (208 CV)
1258,Model Y,34000.0,Blanco,Italia,50000,88 kW (120 CV)
1259,Model Y,32000.0,Blanco,Italia,41407,255 kW (347 CV)
1260,Model Y,31000.0,Blanco,Italia,30000,88 kW (120 CV)
1261,Model Y,29000.0,Blanco,Italia,101000,88 kW (120 CV)
1262,Model Y,36000.0,Blanco,Italia,27000,88 kW (120 CV)
1263,Model Y,39000.0,Blanco,Italia,87850,155 kW (211 CV)
1264,Model Y,44000.0,Blanco,Italia,35000,153 kW (208 CV)
1265,Model Y,38300.0,Blanco,Italia,30000,88 kW (120 CV)
1266,Model Y,35000.0,Blanco,Italia,49500,153 kW (208 CV)
1267,Model Y,35900.0,Negro,España,23000,378 kW (514 CV)
1268,Model Y,37900.0,Negro,España,38000,353 kW (480 CV)
1269,Model Y,35990.0,Negro,España,17000,188 kW (256 CV)
1270,Model Y,37990.0,Negro,España,47000,353 kW (480 CV)
1271,Model Y,37900.0,Negro,España,16000,220 kW (299 CV)
1272,Model Y,36500.0,Negro,España,10778,188 kW (256 CV)
1273,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1274,Model Y,48900.0,Negro,España,14000,353 kW (480 CV)
1275,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1276,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1277,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1278,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1279,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1280,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1281,Model Y,44960.0,Negro,España,39847,353 kW (480 CV)
1282,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1283,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1284,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1285,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1286,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1287,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1288,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1289,Model Y,44999.0,Negro,España,30000,353 kW (480 CV)
1290,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1291,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1292,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1293,Model Y,32045.0,Negro,España,36413,188 kW (256 CV)
1294,Model Y,41900.0,Negro,España,12000,255 kW (347 CV)
1295,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1296,Model Y,59900.0,Negro,España,10000,353 kW (480 CV)
1297,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1298,Model Y,59990.0,Negro,España,32000,258 kW (351 CV)
1299,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1300,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1301,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1302,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1303,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1304,Model Y,42490.0,Negro,España,7000,217 kW (295 CV)
1305,Model Y,48900.0,Negro,España,11900,258 kW (351 CV)
1306,Model Y,41990.0,Negro,Francia,28871,393 kW (534 CV)
1307,Model Y,42500.0,Negro,Francia,31000,350 kW (476 CV)
1308,Model Y,38800.0,Negro,Francia,89000,377 kW (513 CV)
1309,Model Y,41500.0,Negro,Francia,55000,350 kW (476 CV)
1310,Model Y,45490.0,Negro,Francia,15500,394 kW (536 CV)
1311,Model Y,59880.0,Negro,Francia,6500,390 kW (530 CV)
1312,Model Y,41990.0,Negro,Francia,60072,378 kW (514 CV)
1313,Model Y,41000.0,Negro,Francia,45000,220 kW (299 CV)
1314,Model Y,43000.0,Negro,Francia,31000,378 kW (514 CV)
1315,Model Y,46900.0,Negro,Francia,38000,11 kW (15 CV)
1316,Model Y,38800.0,Negro,Italia,70300,153 kW (208 CV)
1317,Model Y,46000.0,Negro,Italia,27000,393 kW (534 CV)
1318,Model Y,38800.0,Negro,Italia,38515,255 kW (347 CV)
1319,Model Y,35800.0,Negro,Italia,59216,88 kW (120 CV)
1320,Model Y,44500.0,Negro,Italia,20500,324 kW (441 CV)
1321,Model Y,44900.0,Negro,Italia,42800,155 kW (211 CV)
1322,Model Y,43000.0,Negro,Italia,90000,441 kW (600 CV)
1323,Model Y,45700.0,Negro,Italia,67000,155 kW (211 CV)
1324,Model Y,42500.0,Negro,Italia,45000,155 kW (211 CV)
1325,Model Y,44500.0,Negro,Italia,46000,377 kW (513 CV)
1326,Model Y,55800.0,Negro,Italia,1000,185 kW (252 CV)
1327,Model Y,48000.0,Negro,Italia,20000,153 kW (208 CV)
1328,Model Y,51900.0,Negro,Italia,8500,155 kW (211 CV)
1329,Model Y,45000.0,Negro,Italia,23000,153 kW (208 CV)
1330,Model Y,39400.0,Negro,Italia,17800,220 kW (299 CV)
1331,Model Y,51000.0,Negro,Italia,19000,393 kW (534 CV)
1332,Model Y,46800.0,Negro,Italia,56000,155 kW (211 CV)
1333,Model Y,49900.0,Negro,Italia,14000,155 kW (211 CV)
1334,Model Y,50990.0,Negro,Italia,20000,155 kW (211 CV)
1335,Model Y,41500.0,Negro,Italia,57800,153 kW (208 CV)
1336,Model Y,50000.0,Negro,Italia,50000,155 kW (211 CV)
1337,Model Y,48000.0,Negro,Italia,25000,368 kW (500 CV)
1338,Model Y,49900.0,Negro,Italia,13000,153 kW (208 CV)
1339,Model Y,45000.0,Negro,Italia,18000,153 kW (208 CV)
1340,Model Y,43000.0,Negro,Italia,60000,153 kW (208 CV)
1341,Model Y,46000.0,Negro,Italia,33000,153 kW (208 CV)
1342,Model Y,47000.0,Negro,Italia,40000,153 kW (208 CV)
1343,Model Y,55000.0,Negro,Italia,20000,155 kW (211 CV)
1344,Model Y,40000.0,Negro,Italia,2000,220 kW (299 CV)
1345,Model Y,36200.0,Negro,Italia,26000,88 kW (120 CV)
1346,Model Y,35900.0,Negro,Italia,45000,88 kW (120 CV)
1347,Model Y,20000.0,Negro,Italia,8000,88 kW (120 CV)
1348,Model Y,50900.0,Gris,España,5000,378 kW (514 CV)
1349,Model Y,35990.0,Gris,Francia,54000,379 kW (515 CV)
1350,Model Y,39999.0,Gris,Francia,29103,350 kW (476 CV)
1351,Model Y,41480.0,Gris,Francia,46600,258 kW (351 CV)
1352,Model Y,38000.0,Gris,Francia,70000,350 kW (476 CV)
1353,Model Y,59900.0,Gris,Francia,2500,353 kW (480 CV)
1354,Model Y,47990.0,Gris,Francia,36000,351 kW (477 CV)
1355,Model Y,42990.0,Gris,Francia,68000,338 kW (460 CV)
1356,Model Y,46990.0,Gris,Italia,5000,127 kW (173 CV)
1357,Model Y,51000.0,Gris,Italia,24000,155 kW (211 CV)
1358,Model Y,42500.0,Gris,Italia,42000,153 kW (208 CV)
1359,Model Y,43900.0,Gris,Italia,70000,153 kW (208 CV)
1360,Model Y,38000.0,Gris,Italia,32000,88 kW (120 CV)
1361,Model Y,52000.0,Gris,Italia,18000,380 kW (517 CV)
1362,Model Y,53400.0,Gris,Italia,32000,393 kW (534 CV)
1363,Model Y,44000.0,Gris,Italia,16000,153 kW (208 CV)
1364,Model Y,44500.0,Gris,Italia,12500,1.000 kW (1.360 CV)
